name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kaduwela,2013-06-24,29.8,25.7,27.8,35.8,25.7,31.5,24.3,81.6,0.246,100,20.83,rain,,,,24.1,234.9,1008.5,73.3,12.4,213.9,18.3,7,,2013-06-24T05:56:44,2013-06-24T18:28:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-06-25,29.4,24.4,26.7,35.8,24.4,28.6,23.7,83.9,53.09,100,25,rain,,,,27.7,231.5,1010.4,82.2,11.5,184.3,15.9,6,,2013-06-25T05:56:58,2013-06-25T18:28:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-06-26,29.1,23.7,26.4,33,23.7,28.5,23.4,83.6,5.244,100,20.83,rain,,,,17.3,212.7,1011.3,73.1,12,180.9,15.6,6,,2013-06-26T05:57:12,2013-06-26T18:28:36,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-06-27,30.2,25.1,27.8,35.6,25.1,30.7,24.1,80.9,0.3,100,4.17,rain,,,,16.6,207.8,1010.5,57.6,12.2,179.9,15.3,6,,2013-06-27T05:57:26,2013-06-27T18:28:47,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-06-28,29.1,25.1,26.9,34.7,25.1,28.9,24.3,85.8,14.407,100,20.83,rain,,,,16.6,197.7,1010.2,67.9,11.8,161.7,13.9,5,,2013-06-28T05:57:39,2013-06-28T18:28:58,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-06-29,29.2,24.7,27,34.4,24.7,29.5,24.1,84.7,1.309,100,16.67,rain,,,,18,227.8,1010.5,76.9,11.6,208.2,17.9,8,,2013-06-29T05:57:53,2013-06-29T18:29:08,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-06-30,29.2,25.1,26.8,34.7,25.1,28.9,24.2,85.9,3.862,100,12.5,rain,,,,24.8,225.5,1010.6,81.8,11.6,122.3,10.5,4,,2013-06-30T05:58:07,2013-06-30T18:29:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-01,29.1,25.7,27.3,34,25.7,29.8,23.8,81.3,2.511,100,29.17,rain,,,,22.3,238.1,1009.3,72.1,12.3,147.4,12.7,5,,2013-07-01T05:58:21,2013-07-01T18:29:27,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-02,29.6,26.4,27.6,35.3,26.4,30.8,23.8,80,5.961,100,25,rain,,,,27.4,236.6,1008.4,72.4,12.1,131,11.3,4,,2013-07-02T05:58:35,2013-07-02T18:29:36,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-03,29.7,25.4,27.8,35.4,25.4,31.1,24.1,80.7,0.94,100,16.67,rain,,,,25.9,229.7,1008.5,60.9,12.6,207.3,18,7,,2013-07-03T05:58:49,2013-07-03T18:29:44,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-04,30.3,25.2,28.1,36.6,25.2,32.1,24.5,81.2,0.115,100,25,rain,,,,20.5,231.8,1007.6,65.2,12.1,235.9,20.3,8,,2013-07-04T05:59:03,2013-07-04T18:29:51,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-05,30.1,25.2,28,36.5,25.2,31.9,24.4,81.1,0.848,100,25,rain,,,,25.6,248,1006.6,75.1,12.7,214.6,18.5,7,,2013-07-05T05:59:17,2013-07-05T18:29:59,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-06,30.1,25.8,28.2,35.8,25.8,31.9,24.1,78.6,0.218,100,20.83,rain,,,,21.2,261.1,1006.9,83.2,12.2,147,12.5,5,,2013-07-06T05:59:30,2013-07-06T18:30:05,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-07,29.3,25.6,28,34.5,25.6,31.7,23.8,78,2.801,100,33.33,rain,,,,24.1,251.7,1008.2,89.2,12,186.4,16.1,6,,2013-07-07T05:59:44,2013-07-07T18:30:11,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-08,29.3,25.3,27.9,34.3,25.3,31.2,23.5,77.1,0.311,100,33.33,rain,,,,22.3,255.8,1008.4,74.1,12.1,129.6,11.1,4,,2013-07-08T05:59:57,2013-07-08T18:30:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-09,29.1,24.9,27.4,33.7,24.9,30.3,23.6,79.7,2.727,100,20.83,rain,,,,24.1,250.5,1008,81.5,12.1,121.6,10.5,4,,2013-07-09T06:00:11,2013-07-09T18:30:21,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-10,29.1,24.9,27.1,33.8,24.9,29.4,23.1,79,3.97,100,20.83,rain,,,,27.7,265.2,1007.3,76.8,12.3,154.4,13.5,5,,2013-07-10T06:00:24,2013-07-10T18:30:25,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-11,30,26.5,27.7,35,26.5,30.6,23.2,76.9,0.003,100,4.17,rain,,,,24.1,249.9,1008,75.6,12.9,145,12.6,5,,2013-07-11T06:00:36,2013-07-11T18:30:29,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-07-12,29.7,24.7,27.6,34.9,24.7,30.4,23.4,78.1,0.003,100,4.17,rain,,,,21.2,249.8,1008.7,55.2,12.8,203.6,17.5,7,,2013-07-12T06:00:49,2013-07-12T18:30:32,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-13,30.1,26.6,28.1,34.3,26.6,31.4,23.4,75.7,3.452,100,4.17,rain,,,,18.4,233.3,1009.4,48.1,12.1,190.7,16.5,6,,2013-07-13T06:01:01,2013-07-13T18:30:34,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-07-14,29.9,25.3,27.8,35.4,25.3,31.1,23.6,78,0,0,0,,,,,18.4,232.1,1008.3,76.9,12.3,213.1,18.5,7,,2013-07-14T06:01:13,2013-07-14T18:30:35,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-15,29.9,26.2,28,35.6,26.2,31.9,24.3,80.3,1.355,100,25,rain,,,,22.3,228.9,1008.2,81.6,12,176.7,15.4,7,,2013-07-15T06:01:25,2013-07-15T18:30:36,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-16,30.1,25.6,27.8,36.3,25.6,31.2,23.9,79.8,2.675,100,25,rain,,,,24.1,228.7,1009.2,85.8,12,147.2,12.6,5,,2013-07-16T06:01:36,2013-07-16T18:30:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-17,30.1,25,27.6,36,25,30.6,24.2,82,1.4,100,25,rain,,,,24.1,213.4,1009.3,77.1,12.2,165.2,14.4,6,,2013-07-17T06:01:48,2013-07-17T18:30:35,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-18,28.1,24.1,26.3,32.1,24.1,27.7,23.7,86.2,42.012,100,29.17,rain,,,,23.4,235,1008.6,71.8,11.7,113.2,9.8,4,,2013-07-18T06:01:58,2013-07-18T18:30:34,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-19,30.1,25,27.5,36.3,25,30.6,24.2,82.7,0.032,100,4.17,rain,,,,21.6,221.6,1008,62.9,12.3,129.9,11.2,5,,2013-07-19T06:02:09,2013-07-19T18:30:31,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-20,30.1,24.9,27.6,35.2,24.9,30.7,24.1,81.8,3.102,100,8.33,rain,,,,22.3,218.6,1008.9,69,12,141.4,12.2,5,,2013-07-20T06:02:19,2013-07-20T18:30:29,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-07-21,29.6,25.2,27.7,34.7,25.2,30.8,23.7,78.8,6.343,100,16.67,rain,,,,22.7,255.3,1008.2,66.8,12.5,206.3,18,7,,2013-07-21T06:02:28,2013-07-21T18:30:25,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-22,28.1,24.6,26.6,31.4,24.6,28.1,23.5,83.5,21.371,100,25,rain,,,,25.2,250.7,1007.5,73.5,11.9,127.7,11.1,5,,2013-07-22T06:02:38,2013-07-22T18:30:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-23,28.1,24.1,26.4,30.8,24.1,27.8,22.9,81.4,19.441,100,33.33,rain,,,,22.3,231.9,1008.9,88.4,11.5,110.1,9.6,4,,2013-07-23T06:02:47,2013-07-23T18:30:15,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-24,29.3,23.8,25.6,34.1,23.8,26.4,23.3,87.7,20.168,100,25,rain,,,,20.5,212,1009.8,77.9,12.1,181.9,15.7,6,,2013-07-24T06:02:55,2013-07-24T18:30:10,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-25,29.1,24.1,26.6,33.8,24.1,28.3,23.6,83.8,12.145,100,25,rain,,,,20.9,239.7,1009.9,79.1,12,156.4,13.7,5,,2013-07-25T06:03:03,2013-07-25T18:30:03,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-26,27.3,23.4,25.2,30.7,23.4,25.9,23.3,89.3,50.12,100,20.83,rain,,,,18.7,203.7,1009,72.8,11.3,210.5,18.1,7,,2013-07-26T06:03:11,2013-07-26T18:29:56,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-27,30.5,23.7,27.3,35.4,23.7,29.8,23.3,79.5,13.166,100,12.5,rain,,,,18.4,210.3,1009.4,55.3,12.5,202.5,17.5,7,,2013-07-27T06:03:18,2013-07-27T18:29:47,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-28,29.7,25.1,27.7,34.6,25.1,30.8,23.6,78.9,0.126,100,8.33,rain,,,,18.4,229,1010.8,60.7,12.3,229.1,19.8,8,,2013-07-28T06:03:25,2013-07-28T18:29:38,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-29,29.9,25.9,27.9,34.4,25.9,30.9,23.3,76.5,0.003,100,4.17,rain,,,,20.2,251.5,1010.2,68,12.4,115,9.9,4,,2013-07-29T06:03:31,2013-07-29T18:29:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-07-30,29.9,26.4,28,35,26.4,31.5,23.6,77,0.026,100,4.17,rain,,,,25.9,244.4,1009.4,62.4,12.4,156.5,13.6,5,,2013-07-30T06:03:37,2013-07-30T18:29:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-07-31,30.4,25.5,28.1,36.3,25.5,32,24.2,79.8,0.1,100,4.17,rain,,,,22.7,239.6,1008.7,52.5,12.7,193.4,16.7,7,,2013-07-31T06:03:42,2013-07-31T18:29:07,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-01,30.5,25.6,28.1,36.8,25.6,31.8,24.2,79.5,0.685,100,12.5,rain,,,,23,237.2,1008.8,46.2,12.8,245.7,21.4,9,,2013-08-01T06:03:47,2013-08-01T18:28:55,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-02,30.1,24.4,27.4,36.3,24.4,30.4,24.1,82.2,5.843,100,20.83,rain,,,,25.6,242.4,1008.9,65.9,12.5,187.5,16.2,6,,2013-08-02T06:03:52,2013-08-02T18:28:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-03,30.1,25.8,28.1,35.5,25.8,31.8,24.3,80.2,0.05,100,12.5,rain,,,,21.6,248.8,1009.1,80.6,12.4,180.5,15.7,7,,2013-08-03T06:03:56,2013-08-03T18:28:29,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-04,29.1,25.2,27,33.3,25.2,29,23.1,79.6,2.894,100,25,rain,,,,35.3,256.1,1009.3,84.1,12.3,120.5,10.6,5,,2013-08-04T06:03:59,2013-08-04T18:28:15,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-05,29.1,24.9,27.1,32.5,24.9,28.9,22.5,76.1,1.006,100,20.83,rain,,,,26.6,268.4,1009.4,76.8,12.5,162.2,13.9,7,,2013-08-05T06:04:02,2013-08-05T18:28:00,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-06,29.4,25.6,27.1,33,25.6,28.8,22.5,76.2,0,0,0,,,,,28.8,257.6,1009.4,77.6,12.3,245.3,21.2,8,,2013-08-06T06:04:05,2013-08-06T18:27:45,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-07,29.3,26.1,27.4,33.7,26.1,29.9,22.9,76.5,0.007,100,4.17,rain,,,,27.4,255.2,1009.4,63.6,12.3,263.5,22.6,9,,2013-08-07T06:04:07,2013-08-07T18:27:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-08,29.5,24.8,27.1,34.3,24.8,29.5,23.3,80.2,0.029,100,12.5,rain,,,,22,253.5,1009.5,83.3,12.4,230.5,19.8,8,,2013-08-08T06:04:08,2013-08-08T18:27:12,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-09,28.7,25.1,27,33,25.1,29.4,23.3,80,0.007,100,4.17,rain,,,,20.5,245.4,1009.3,82.3,12.1,181.7,15.7,7,,2013-08-09T06:04:09,2013-08-09T18:26:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-10,27.8,25,26.6,31.8,25,28,23.7,83.8,0,0,0,,,,,25.6,253.1,1009,82.3,12.3,181.5,15.8,6,,2013-08-10T06:04:10,2013-08-10T18:26:36,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-11,28.3,25.9,27,32.4,25.9,28.9,23.4,81,0.154,100,16.67,rain,,,,18.4,231.2,1009.2,88.1,12,195.2,16.9,7,,2013-08-11T06:04:10,2013-08-11T18:26:17,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-08-12,29.1,25.1,27,32.9,25.1,29.2,23.6,81.9,0.03,100,16.67,rain,,,,25.6,238.5,1008.3,85.3,11.9,173.1,14.9,5,,2013-08-12T06:04:10,2013-08-12T18:25:57,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-13,29.2,25.1,27.2,33.7,25.1,29.3,23.7,81.8,0.031,100,16.67,rain,,,,22.7,240.1,1007.7,74.7,12.4,196.3,16.9,7,,2013-08-13T06:04:09,2013-08-13T18:25:37,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-14,29.3,25.2,27.2,33.9,25.2,29.4,23.4,79.7,0.112,100,8.33,rain,,,,22.3,237.9,1007.8,78.6,12.5,186.2,16.1,7,,2013-08-14T06:04:08,2013-08-14T18:25:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-15,29.5,24.8,27.4,34.6,24.8,30,23.6,79.8,0,0,0,,,,,22.3,229.7,1008.9,67.8,12.3,156.8,13.5,5,,2013-08-15T06:04:06,2013-08-15T18:24:54,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-16,30.1,25.3,27.7,34.5,25.3,30.5,23.4,77.6,0.518,100,4.17,rain,,,,22.3,218,1009.1,50.6,12.4,193.3,16.6,6,,2013-08-16T06:04:04,2013-08-16T18:24:32,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-17,29.8,24.7,27.6,34.7,24.7,30.3,23.3,77.9,0.002,100,4.17,rain,,,,20.5,219.2,1010,58.1,12.3,277.1,23.9,9,,2013-08-17T06:04:01,2013-08-17T18:24:09,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-18,30.2,25.1,27.4,35.4,25.1,29.9,23.7,80.6,1.822,100,8.33,rain,,,,31.9,217.5,1010.4,66.7,12.5,210.1,18.1,7,,2013-08-18T06:03:58,2013-08-18T18:23:46,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-19,30.1,25.1,27.8,35,25.1,30.6,23.4,77.5,2.689,100,12.5,rain,,,,20.9,224.2,1010.2,46.3,12.2,276.1,23.7,9,,2013-08-19T06:03:55,2013-08-19T18:23:22,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-20,30.2,25.3,28,35.8,25.3,31.2,23.8,78.3,0,0,0,,,,,20.5,232.1,1009.9,64.6,12.6,244.5,21.2,9,,2013-08-20T06:03:51,2013-08-20T18:22:57,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-21,30.1,26.7,28,35,26.7,31.4,23.7,78,3.006,100,12.5,rain,,,,21.6,241.2,1009.5,55.3,12.2,212,18.1,7,,2013-08-21T06:03:47,2013-08-21T18:22:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-22,30.1,25.6,28,35.3,25.6,31.2,23.3,76.2,0.2,100,4.17,rain,,,,20.5,228.9,1009.4,65.5,12.4,178.5,15.4,6,,2013-08-22T06:03:42,2013-08-22T18:22:07,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-23,30.1,25.3,28.1,34.3,25.3,31.2,23.2,75.3,0,0,0,,,,,18.4,230.7,1009.6,61,12.6,223.9,19.2,8,,2013-08-23T06:03:37,2013-08-23T18:21:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-24,30.1,26.4,27.9,34.3,26.4,31.1,23.3,76.2,0,0,0,,,,,25.9,233.1,1009,59.9,12.4,276.1,23.8,9,,2013-08-24T06:03:32,2013-08-24T18:21:14,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-25,30,25.7,27.9,34.2,25.7,30.9,23.4,76.9,0,0,0,,,,,23.8,246.1,1008.1,69.9,12.7,237.1,20.4,8,,2013-08-25T06:03:26,2013-08-25T18:20:47,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-26,30.1,25.2,28,34.9,25.2,31.3,23.5,76.7,0.01,100,8.33,rain,,,,24.5,246.8,1008,80.4,12.2,250.4,21.7,9,,2013-08-26T06:03:20,2013-08-26T18:20:20,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-27,30.7,25.4,28,36.3,25.4,31.3,23.4,76.3,0.9,100,12.5,rain,,,,24.1,236.6,1007.9,68.7,12.5,229.7,19.9,8,,2013-08-27T06:03:14,2013-08-27T18:19:52,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-28,30.1,26.1,27.8,35.5,26.1,31,23.9,79.6,2.462,100,16.67,rain,,,,18.4,232.9,1008.6,74.7,12,137,11.8,5,,2013-08-28T06:03:07,2013-08-28T18:19:24,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-29,31.1,25,27.3,37.9,25,29.9,24.2,83.5,2.161,100,20.83,rain,,,,20.5,215.2,1008.9,71.6,11.8,168.7,14.7,5,,2013-08-29T06:03:00,2013-08-29T18:18:55,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-08-30,31.1,24.1,27.1,37.2,24.1,29.5,23.9,83.1,1.063,100,12.5,rain,,,,22,235.5,1007.8,64.3,12.7,111,9.6,4,,2013-08-30T06:02:53,2013-08-30T18:18:26,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-08-31,32.1,25.1,27.6,37.4,25.1,30,23.9,80.9,0.01,100,8.33,rain,,,,27.7,196.2,1007.7,56.4,12,225.7,19.5,8,,2013-08-31T06:02:45,2013-08-31T18:17:56,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-09-01,29.7,25.1,27.1,35.2,25.1,29.3,24,83.6,2.086,100,12.5,rain,,,,18.4,202.4,1008.9,71.7,12.6,154.9,13.4,6,,2013-09-01T06:02:37,2013-09-01T18:17:26,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-09-02,29.1,24.9,26.9,32.9,24.9,28.6,23.6,82.6,15.893,100,25,rain,,,,20.9,191.3,1010.8,73.9,12.2,126.7,10.9,5,,2013-09-02T06:02:29,2013-09-02T18:16:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-09-03,29.8,24.6,26.6,34.2,24.6,28.3,23.3,82.2,9.374,100,16.67,rain,,,,24.1,200.1,1011.4,73.6,12.4,164.7,14.2,6,,2013-09-03T06:02:21,2013-09-03T18:16:26,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-09-04,31.1,24.1,27.2,37.8,24.1,29.9,23.7,81.5,2.886,100,12.5,rain,,,,22.3,205.2,1011.4,64,11.6,230.6,20,7,,2013-09-04T06:02:12,2013-09-04T18:15:55,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-09-05,28.4,24.1,26,32.1,24.1,26.9,23.4,86.2,18.921,100,25,rain,,,,22.3,215.8,1011.2,88.6,11.5,208.6,17.9,7,,2013-09-05T06:02:04,2013-09-05T18:15:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
